WorkClass,Education,MaritalStatus,Occupation,Salary,LessThen_50
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Never-married,Sales,<=50K,1
Private,11th,Married-civ-spouse,Transport-moving,<=50K,1
Private,Prof-school,Never-married,Prof-specialty,>50K,0
Self-emp-not-inc,Bachelors,Never-married,Sales,>50K,0
Private,Doctorate,Never-married,Prof-specialty,<=50K,1
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Exec-managerial,<=50K,1
Private,11th,Never-married,Sales,<=50K,1
Local-gov,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,10th,Married-civ-spouse,Transport-moving,<=50K,1
State-gov,Assoc-acdm,Never-married,Adm-clerical,<=50K,1
?,11th,Never-married,?,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,HS-grad,Never-married,Transport-moving,<=50K,1
Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,<=50K,1
Self-emp-not-inc,HS-grad,Divorced,Sales,<=50K,1
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Separated,Other-service,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
?,Assoc-acdm,Never-married,?,<=50K,1
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
Private,10th,Never-married,Transport-moving,<=50K,1
Private,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Sales,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Private,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Local-gov,HS-grad,Never-married,Transport-moving,<=50K,1
Local-gov,Bachelors,Never-married,Tech-support,<=50K,1
Private,Bachelors,Married-civ-spouse,Handlers-cleaners,>50K,0
Private,Assoc-acdm,Widowed,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,HS-grad,Divorced,Machine-op-inspct,<=50K,1
Private,7th-8th,Never-married,Machine-op-inspct,<=50K,1
Private,HS-grad,Separated,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Local-gov,Masters,Never-married,Exec-managerial,>50K,0
?,Some-college,Never-married,?,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
State-gov,Bachelors,Never-married,Craft-repair,<=50K,1
Private,Bachelors,Never-married,Farming-fishing,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,>50K,0
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Private,Some-college,Married-civ-spouse,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
Private,12th,Never-married,Other-service,<=50K,1
Private,7th-8th,Divorced,Other-service,<=50K,1
Private,12th,Married-civ-spouse,Other-service,<=50K,1
Private,Assoc-acdm,Never-married,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
Private,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Protective-serv,>50K,0
Private,Masters,Divorced,Exec-managerial,<=50K,1
Private,HS-grad,Separated,Machine-op-inspct,<=50K,1
Private,Assoc-voc,Widowed,Exec-managerial,<=50K,1
Private,Some-college,Married-civ-spouse,Adm-clerical,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Local-gov,Masters,Never-married,Adm-clerical,<=50K,1
Self-emp-not-inc,Some-college,Never-married,Sales,<=50K,1
?,Assoc-voc,Married-civ-spouse,?,>50K,0
Private,Some-college,Never-married,Tech-support,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Some-college,Never-married,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,>50K,0
Private,Some-college,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Some-college,Never-married,Priv-house-serv,<=50K,1
Private,11th,Never-married,Other-service,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Self-emp-inc,Bachelors,Divorced,Farming-fishing,<=50K,1
Private,HS-grad,Divorced,Exec-managerial,<=50K,1
Private,Masters,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Private,1st-4th,Married-civ-spouse,Transport-moving,<=50K,1
Private,Some-college,Divorced,Exec-managerial,<=50K,1
Private,Masters,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Sales,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Married-civ-spouse,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Other-service,<=50K,1
?,Assoc-acdm,Never-married,?,<=50K,1
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,<=50K,1
Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,>50K,0
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Married-civ-spouse,Transport-moving,>50K,0
State-gov,HS-grad,Married-civ-spouse,Protective-serv,<=50K,1
Private,Assoc-voc,Never-married,Tech-support,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,<=50K,1
Private,HS-grad,Married-civ-spouse,Prof-specialty,<=50K,1
Local-gov,Bachelors,Never-married,Prof-specialty,<=50K,1
State-gov,HS-grad,Never-married,Other-service,<=50K,1
Private,Doctorate,Married-civ-spouse,Exec-managerial,>50K,0
Self-emp-not-inc,10th,Never-married,Prof-specialty,<=50K,1
Private,Some-college,Married-civ-spouse,Tech-support,<=50K,1
Private,Masters,Married-civ-spouse,Exec-managerial,>50K,0
Private,7th-8th,Divorced,Craft-repair,<=50K,1
Private,Assoc-voc,Never-married,Exec-managerial,<=50K,1
Self-emp-not-inc,Some-college,Widowed,Sales,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
Private,12th,Married-civ-spouse,Transport-moving,>50K,0
Private,10th,Never-married,Machine-op-inspct,<=50K,1
Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Federal-gov,HS-grad,Never-married,Adm-clerical,<=50K,1
Local-gov,Some-college,Divorced,Adm-clerical,<=50K,1
Private,Bachelors,Married-civ-spouse,Other-service,<=50K,1
Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Divorced,Other-service,<=50K,1
State-gov,Masters,Divorced,Prof-specialty,>50K,0
Private,HS-grad,Never-married,Transport-moving,>50K,0
Private,Some-college,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Widowed,Adm-clerical,<=50K,1
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Private,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Private,Some-college,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Divorced,Sales,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Some-college,Divorced,Machine-op-inspct,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,<=50K,1
Private,5th-6th,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Private,HS-grad,Never-married,Farming-fishing,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Private,Bachelors,Married-civ-spouse,Craft-repair,>50K,0
Private,HS-grad,Married-civ-spouse,Sales,>50K,0
Local-gov,Doctorate,Never-married,Prof-specialty,<=50K,1
State-gov,Bachelors,Never-married,Exec-managerial,<=50K,1
Private,5th-6th,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Never-married,Sales,<=50K,1
Self-emp-not-inc,HS-grad,Married-spouse-absent,Exec-managerial,<=50K,1
Self-emp-not-inc,Masters,Never-married,Prof-specialty,<=50K,1
Private,5th-6th,Separated,Handlers-cleaners,<=50K,1
Private,11th,Never-married,Transport-moving,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
Private,11th,Never-married,Handlers-cleaners,<=50K,1
Private,7th-8th,Widowed,Machine-op-inspct,<=50K,1
Private,HS-grad,Widowed,Other-service,<=50K,1
Federal-gov,Some-college,Never-married,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Transport-moving,<=50K,1
Private,Some-college,Married-civ-spouse,Machine-op-inspct,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,Some-college,Never-married,Craft-repair,<=50K,1
Self-emp-not-inc,HS-grad,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,10th,Married-civ-spouse,Adm-clerical,<=50K,1
Private,Some-college,Married-civ-spouse,Adm-clerical,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Private,9th,Divorced,Other-service,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Private,11th,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Divorced,Exec-managerial,<=50K,1
Private,1st-4th,Widowed,Priv-house-serv,<=50K,1
Private,HS-grad,Widowed,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
State-gov,HS-grad,Separated,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Transport-moving,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,HS-grad,Never-married,Sales,<=50K,1
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,<=50K,1
Private,9th,Divorced,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Private,Some-college,Married-civ-spouse,Transport-moving,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Transport-moving,<=50K,1
State-gov,Prof-school,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
State-gov,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Separated,Adm-clerical,<=50K,1
Private,Some-college,Separated,Exec-managerial,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Private,Some-college,Divorced,Other-service,<=50K,1
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,<=50K,1
State-gov,Some-college,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Adm-clerical,>50K,0
Local-gov,Some-college,Married-civ-spouse,Protective-serv,>50K,0
Private,HS-grad,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Private,Some-college,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Divorced,Transport-moving,<=50K,1
Private,Bachelors,Never-married,Machine-op-inspct,<=50K,1
Local-gov,Some-college,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,>50K,0
State-gov,HS-grad,Never-married,Other-service,<=50K,1
Private,Some-college,Married-civ-spouse,Sales,<=50K,1
Private,Some-college,Married-civ-spouse,Adm-clerical,>50K,0
Private,11th,Never-married,Sales,<=50K,1
Private,Bachelors,Never-married,Craft-repair,<=50K,1
Private,10th,Divorced,Craft-repair,<=50K,1
Self-emp-not-inc,11th,Married-civ-spouse,Exec-managerial,<=50K,1
Private,12th,Married-civ-spouse,Sales,<=50K,1
Local-gov,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Divorced,Tech-support,>50K,0
Self-emp-inc,Bachelors,Never-married,Sales,>50K,0
Private,11th,Married-civ-spouse,Craft-repair,<=50K,1
Private,Prof-school,Married-civ-spouse,Exec-managerial,>50K,0
?,HS-grad,Divorced,?,<=50K,1
Private,HS-grad,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Some-college,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Self-emp-inc,7th-8th,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Separated,Sales,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,Bachelors,Married-civ-spouse,Farming-fishing,>50K,0
Private,Assoc-voc,Never-married,Machine-op-inspct,<=50K,1
Private,7th-8th,Divorced,Other-service,<=50K,1
Federal-gov,Some-college,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Widowed,Sales,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
State-gov,Assoc-acdm,Never-married,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,HS-grad,Widowed,Other-service,<=50K,1
Private,Assoc-acdm,Divorced,Prof-specialty,<=50K,1
?,HS-grad,Married-civ-spouse,?,<=50K,1
State-gov,Bachelors,Never-married,Exec-managerial,<=50K,1
Private,HS-grad,Never-married,Sales,<=50K,1
Local-gov,Masters,Divorced,Prof-specialty,<=50K,1
Local-gov,12th,Never-married,Other-service,<=50K,1
Private,Assoc-acdm,Married-civ-spouse,Transport-moving,>50K,0
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Never-married,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Divorced,Handlers-cleaners,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,>50K,0
Private,Bachelors,Married-civ-spouse,Transport-moving,>50K,0
Private,Bachelors,Widowed,Prof-specialty,>50K,0
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Private,Bachelors,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Local-gov,Some-college,Divorced,Adm-clerical,<=50K,1
Private,Bachelors,Never-married,Exec-managerial,<=50K,1
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Some-college,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,Assoc-acdm,Married-civ-spouse,Sales,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,Bachelors,Never-married,Sales,<=50K,1
Private,Bachelors,Never-married,Tech-support,<=50K,1
Private,HS-grad,Widowed,Handlers-cleaners,<=50K,1
Private,Bachelors,Never-married,Sales,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,Bachelors,Never-married,Sales,<=50K,1
Self-emp-not-inc,Some-college,Divorced,Exec-managerial,<=50K,1
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
State-gov,Masters,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Assoc-voc,Never-married,Other-service,<=50K,1
Private,9th,Divorced,Handlers-cleaners,<=50K,1
?,HS-grad,Never-married,?,<=50K,1
Private,Assoc-acdm,Never-married,Prof-specialty,<=50K,1
Private,7th-8th,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,HS-grad,Divorced,Craft-repair,<=50K,1
Private,Some-college,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Widowed,Handlers-cleaners,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Assoc-acdm,Never-married,Adm-clerical,<=50K,1
Private,Assoc-voc,Divorced,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Transport-moving,<=50K,1
Private,HS-grad,Divorced,Craft-repair,<=50K,1
Private,Masters,Separated,Exec-managerial,>50K,0
Private,HS-grad,Married-civ-spouse,Tech-support,<=50K,1
State-gov,Bachelors,Never-married,Exec-managerial,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
?,HS-grad,Married-civ-spouse,?,<=50K,1
?,Assoc-voc,Widowed,?,<=50K,1
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Divorced,Machine-op-inspct,<=50K,1
Private,HS-grad,Never-married,Prof-specialty,<=50K,1
Self-emp-inc,HS-grad,Divorced,Exec-managerial,<=50K,1
Private,HS-grad,Widowed,Priv-house-serv,<=50K,1
Federal-gov,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,Bachelors,Married-AF-spouse,Exec-managerial,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Private,HS-grad,Separated,Tech-support,<=50K,1
Private,Bachelors,Never-married,Other-service,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,Bachelors,Never-married,Other-service,<=50K,1
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Divorced,Exec-managerial,<=50K,1
State-gov,HS-grad,Never-married,Other-service,<=50K,1
Private,5th-6th,Never-married,Adm-clerical,<=50K,1
State-gov,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,>50K,0
Private,Some-college,Never-married,Transport-moving,<=50K,1
Local-gov,Assoc-acdm,Never-married,Exec-managerial,<=50K,1
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
?,Bachelors,Married-civ-spouse,?,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,<=50K,1
Private,HS-grad,Divorced,Exec-managerial,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,>50K,0
Private,Some-college,Married-civ-spouse,Priv-house-serv,<=50K,1
State-gov,Masters,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Private,Assoc-acdm,Divorced,Exec-managerial,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Private,HS-grad,Never-married,Protective-serv,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
State-gov,Bachelors,Never-married,Adm-clerical,<=50K,1
Private,12th,Never-married,Transport-moving,<=50K,1
Private,Some-college,Never-married,Transport-moving,<=50K,1
Private,Some-college,Divorced,Tech-support,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Tech-support,<=50K,1
Private,HS-grad,Married-civ-spouse,Farming-fishing,<=50K,1
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,>50K,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,<=50K,1
